,userid,age,gender,ope,con,ext,agr,neu
4552,ce3d6b9f646275e33590275084090533,19.0,0.0,4.25,2.5,2.75,3.75,3.75
4553,ed02930264e132956346492903c74fb2,24.0,0.0,3.75,3.25,3.33,3.0,3.0
4554,7faf97d9a8d2c3240222bc817c835f92,20.0,1.0,4.7,3.3,2.75,3.25,3.7
4555,60b871ca1182397958040d0c49206c8a,17.0,0.0,4.75,2.5,3.25,2.5,3.25
4556,980513901a05c9671c8443fa4dd8716f,26.0,0.0,4.5,4.0,4.75,4.0,2.0
4557,c002989d4fb5ea9146d39c83071b63c9,22.0,0.0,2.25,4.75,4.75,3.5,2.75
4558,7cce80c9d88a216b3182a26c941e40d5,37.0,1.0,4.0,4.2,3.4,3.9,2.42
4559,105d7871c0b99e87cdf76c1cd25cc1e9,52.0,0.0,4.7,3.8,3.0,2.42,2.6
4560,615f1ab43b49ab60e281ef438f80cfb8,40.0,1.0,4.45,3.7,4.3,4.68,1.9
4561,c8c71944a22b808f1b4904aaa8524e42,27.0,1.0,3.25,3.75,4.75,2.75,3.5
4562,899db098c360d1837fa86d8f89dee54b,22.0,1.0,4.25,3.75,3.25,4.0,2.5
4563,4955b9fea2dc5e707cb71638e808ae0e,20.0,0.0,3.75,4.0,3.0,4.0,1.25
4564,54cff93c171bf89fbb1888fc1a6b5819,20.0,1.0,4.5,2.75,4.75,3.75,2.75
4565,379e90963f361d24a152a0bb1792641c,22.0,0.0,4.25,2.25,3.75,2.0,3.0
4566,1d55d421aa8fe2c5e526944956d7a23c,21.0,1.0,3.75,3.5,3.0,4.25,4.25
4567,0db9f24a4e4341ebe0633890e066c926,24.0,1.0,4.4,3.7,3.6,3.55,2.55
4568,168b87b831450bc43a7aaa09ea9cd2de,26.0,0.0,3.45,3.6,3.55,2.9,2.4
4569,cd23520e1cdf5382998a8c97617333b9,19.0,1.0,3.75,2.5,4.0,3.0,2.0
4570,266cc9b89866a77e18c694116d26bf76,18.0,0.0,4.0,3.67,4.67,4.0,1.83
4571,b5ba2d0aed9a89c3e8dfc0c9d889fedf,20.0,0.0,3.05,3.35,2.95,3.42,2.4
4572,78415018848765d2f95bfd427555ba77,44.0,1.0,3.85,3.0,2.75,4.3,2.8
4573,3f6964d071c277d9c4b59aea77ae2c75,20.0,0.0,3.25,3.5,4.0,4.25,3.0
4574,012dc97731d982aaa005da9869cd9fc5,25.0,1.0,3.25,2.9,2.15,3.55,3.5
4575,4f0ea833f3bb3f490eb71507b3ce4d97,26.0,0.0,2.5,5.0,4.5,3.25,2.25
4576,720c005a5bb8b28f4fca46a5106ae397,28.0,0.0,2.5,4.25,4.25,3.75,3.25
4577,53a683e6a1a0bab7aab0f91cd3418124,26.0,0.0,4.35,3.3,2.5,1.85,3.6
4578,7fdb10850d7ebe37667be46dbc1a6b2a,17.0,1.0,3.25,3.75,3.75,4.25,2.0
4579,ca15905a81cc41ca2826bcb543b7b963,18.0,1.0,3.75,3.0,4.25,3.5,2.75
4580,b9226021e988a5b40ba2c9577eca088c,20.0,1.0,4.0,4.25,4.5,3.0,3.5
4581,0cf74461feba7748dac600930659566a,22.0,1.0,3.8,2.65,2.8,3.4,4.05
4582,469f3a3e3f9c5591747d25c511f9ff8b,20.0,1.0,5.0,4.0,2.5,4.0,2.5
4583,9102f4138a453882d4b91ca4a8a72401,25.0,0.0,4.5,3.0,3.25,2.25,3.25
4584,44068a08ebbfabdfcfa0901b5c111083,24.0,0.0,4.0,4.0,4.0,3.25,1.25
4585,c41a05f8875ddf7fce0d50baaa0b4b88,19.0,0.0,3.55,4.15,3.35,3.4,2.9
4586,17ef9a75cc0348b9d4cca337e2213799,16.0,0.0,3.0,3.0,3.0,3.0,3.0
4587,525074115b765cd0bfd0be4b066c22f2,21.0,1.0,4.1,4.25,4.53,4.0,2.9
4588,1205a09f4b51bc64e7751fbed2a452cb,19.0,1.0,4.75,3.0,2.75,4.25,2.75
4589,fbda7550026130fbdb7f9a22425959f1,16.0,1.0,3.0,3.25,2.25,4.0,2.5
4590,2fa43a8e6a18650e16269bc7a442323b,33.0,0.0,4.45,3.25,3.55,3.45,1.85
4591,e7855ce0102657debc96283db1801f64,25.0,1.0,4.75,3.5,4.0,3.75,2.25
4592,b68247667c6473a5c01e378f8c19a87c,25.0,1.0,4.0,3.75,4.25,4.0,2.25
4593,e3520702b2cc1e8b0e7fedfb53e93a71,20.0,1.0,4.75,3.25,2.75,4.25,2.75
4594,94418f0546d3c363d80536679bbad6f6,26.0,0.0,5.0,3.5,4.25,2.0,2.25
4595,b89d42ee7d7b4cbdc78be6edad43b4e6,22.0,1.0,4.0,4.5,3.75,2.25,3.25
4596,727a52e0e2aa9418db0257c078cbed6b,18.0,1.0,3.5,3.75,3.75,4.25,2.5
4597,83196d8b911ff10cc24e0a1d2c66a999,21.0,0.0,4.25,3.05,2.15,2.85,3.8
4598,8a17a492149f581240231b46712f2b43,21.0,1.0,3.6,2.9,3.85,3.0,3.15
4599,b5fdc91804a762864a4b3c2c0be760f2,21.0,1.0,4.35,3.3,4.4,3.8,3.25
4600,e28b3749b2ed691f02a9ab8960770b38,23.0,1.0,2.5,2.5,2.33,4.5,2.0
4601,4f340dd4ac11a37f03764bb8ae226275,34.0,1.0,4.0,3.0,3.75,3.25,4.25
4602,c802d33ea61a2fd6929845582dd03104,24.0,1.0,4.05,2.65,2.35,4.15,3.4
4603,1e57be01aaf65a5fe441a40d39d532c6,27.0,0.0,4.5,4.0,1.67,2.67,3.33
4604,446373b0bd805a8254aeaedf2f06ecfc,19.0,1.0,2.5,3.75,3.75,3.25,3.5
4605,e0226459d385abc6e0e44385e0b43d37,24.0,1.0,3.75,3.5,3.75,3.25,2.0
4606,e97f69ea471e0855d4cdb9556461b1d4,23.0,0.0,2.5,3.75,2.75,3.25,2.25
4607,82fd3c2b02a7e078b5052317c7b44766,22.0,0.0,3.5,3.75,3.0,4.5,2.75
4608,f626a79627a131a4a656f05491e96d5b,35.0,1.0,3.95,3.9,3.85,3.6,1.58
4609,7a72386d0a51097c8a5786c97aea347b,54.0,1.0,5.0,3.75,4.25,4.25,1.0
4610,ca541e9b8f057fb469643989c86204f8,22.0,1.0,3.25,3.5,3.75,4.25,2.5
4611,4873c4c3a2276174e4e7f862b7cf9764,21.0,1.0,3.0,3.75,3.25,2.25,3.25
4612,fac0b3d47ef90a38ebe6df21522e9c06,29.0,0.0,4.5,2.75,4.0,3.0,3.0
4613,91ad4146b3fd0856fa069fbb274792ac,17.0,1.0,4.0,2.5,4.0,3.75,2.25
4614,9008355dbc1ae52ecc24b73ea1259b59,18.0,1.0,3.35,2.35,2.7,2.9,4.35
4615,37d2df2d5c9a3b1fff7ed47e6c56e655,16.0,0.0,3.9,3.85,3.25,3.85,2.9
4616,90564756933521c2cf298fac59c64535,19.0,0.0,3.8,3.35,4.05,3.0,2.68
4617,9681dca9a61f8a91c6ee6c042b0ee336,32.0,1.0,4.25,4.25,2.5,3.75,2.0
4618,bb06adddef2b71e8e7707daf60c5e7d7,23.0,0.0,4.15,3.65,4.25,3.75,2.05
4619,85c78fba0368744442d02c0db86dfdbe,24.0,1.0,3.5,2.75,2.25,3.25,3.75
4620,bcee35a04fa9591cb29aa9ca7c585c2a,38.0,1.0,3.5,3.33,4.25,3.0,2.67
4621,eaf3e10d48d9cfbc0232f863f7b0135b,20.0,1.0,4.5,4.25,3.75,3.25,2.75
4622,201817438e14fd2ef8e4e8f6552b44d8,27.0,1.0,3.45,2.75,2.25,3.05,3.75
4623,1871077e2a54e95ab37fe7b010d31716,22.0,0.0,4.65,3.0,2.35,4.0,3.15
4624,e5830c38958a3be9c7267827f3f0da13,29.0,1.0,4.85,4.0,4.45,3.9,3.4
4625,ad31548d88dffbb38493a1fde1bf5a83,38.0,1.0,2.25,3.5,3.5,2.5,4.25
4626,563e8daa9b7161aed01e685e9afa95d8,64.0,1.0,2.0,2.75,2.75,3.0,3.5
4627,967e30a956010d9606e70c05be390738,17.0,0.0,2.25,3.25,4.5,3.5,2.75
4628,618da9691f1c0fece7c005e83acc055f,23.0,1.0,4.05,2.4,1.2,3.65,3.4
4629,bebcddfeea67a988ae61fa9ccf3ab0bf,20.0,0.0,4.5,2.25,4.0,4.0,1.75
4630,2b4d31e095fc60c57c943c24386e1f2e,20.0,1.0,3.75,2.75,3.75,3.75,2.5
4631,cf704112b73a765a5e488ed14b7337f9,47.0,0.0,2.25,3.5,3.5,3.5,2.0
4632,001d4fa530e67f4fa73374472a59ef5d,35.0,1.0,4.75,4.75,4.5,4.25,2.0
4633,731d8b43c694b70a57b761d4b854eb20,25.0,1.0,4.25,5.0,3.75,4.0,2.0
4634,c2deaa971c93ad6a41933de38c752989,21.0,0.0,3.75,3.0,4.25,3.0,1.5
4635,9b696302269ff028c601023051e78279,21.0,1.0,4.74,2.55,3.75,4.53,3.5
4636,d42a0d2873fb26a9dbc9dd2f2ae9cdd5,20.0,0.0,3.75,3.5,4.5,4.0,2.0
4637,49ab444d3725ab781032a8b72b6cd640,21.0,1.0,3.5,4.0,5.0,4.25,1.5
4638,38350bed5bebf96ddf8de71ab54e2ddc,20.0,1.0,4.25,4.5,2.5,3.5,3.0
4639,8dcc5154ec85f03cefd7089f98765c6b,30.0,1.0,4.75,4.5,4.75,3.75,2.75
4640,6d0a31adc575184e3a6c2f4b12466595,26.0,0.0,3.75,3.75,4.5,3.75,2.5
4641,8dc52b7234bb9bb41ca137b29ce15ff5,31.0,1.0,2.75,3.0,3.0,4.25,2.75
4642,e70e69d41f4be878d1e439dec14c8e5a,48.0,1.0,4.25,3.25,1.5,4.0,4.5
4643,04a6246ba9a1c7f275d7dfe3f5ef30e4,25.0,0.0,3.75,5.0,4.25,4.0,1.75
4644,bb04c116d9834ae834bcec600a3f17f5,17.0,1.0,4.4,3.4,4.55,4.05,2.65
4645,0ed71a216255e2583c3a2777aef5583f,35.0,1.0,5.0,4.25,3.75,4.0,3.0
4646,afd13e6445e8fa4d599d3c66609b96d7,20.0,1.0,3.58,3.7,3.35,3.16,3.35
4647,193a54f83ac1d62b5c60fd11cb9a8aea,24.0,0.0,4.5,4.0,4.5,3.0,3.5
4648,23168048e961ada790ab477bd2c2bc1c,22.0,1.0,4.5,2.75,4.0,4.5,2.0
4649,362c48446af23153b757268f783abb78,19.0,1.0,3.25,4.0,3.5,3.5,3.75
4650,4adffcea946f0bf6cf6c1db1e2d66470,31.0,1.0,4.25,4.0,3.75,2.75,3.75
4651,bf71373cca796d8db2b2b084d741e9a4,20.0,0.0,3.5,3.75,4.0,3.25,2.5
4652,1e17e589875ba6117fb0ea7d5d947812,34.0,1.0,2.0,4.5,2.5,3.75,2.75
4653,a7a360572b312653e48c91538fa123c7,25.0,1.0,3.05,4.3,3.9,2.95,1.55
4654,7d7e766ab5b8c9efa3a4e49659b61d66,27.0,0.0,3.5,4.0,4.25,4.0,2.25
4655,6dca7da0b53d86c7ed76cc80ebed23a3,23.0,0.0,4.5,2.75,4.33,4.0,2.5
4656,1e118ab1f32a0337764577b9ea2a02c2,37.0,1.0,4.5,3.0,3.5,2.75,3.25
4657,f537778c978495824e010c5054de9f04,22.0,1.0,2.5,3.25,3.75,3.0,3.0
4658,c8085797ec41c77d91618c6e178693b8,25.0,1.0,4.0,3.5,4.0,4.25,3.0
4659,d704d73b491dcb20e43a1b3601f934f1,22.0,0.0,3.2,2.63,3.3,2.68,3.65
4660,038ebca6b5e78f3c5094d759ba44d5eb,18.0,0.0,4.0,4.13,3.57,3.5,3.44
4661,1e9abaf55323c8ef7253a524b6f8860c,21.0,0.0,4.25,3.65,3.3,3.25,2.55
4662,2721cbaea202dcf2c686257d788f3e6c,39.0,1.0,3.5,3.75,4.5,3.75,3.5
4663,d261dd1b4b8d302893e31644c0a27bb5,21.0,0.0,3.9,3.4,3.2,3.7,2.85
4664,9d9f1dbca2d1a82600407de86231b5eb,30.0,0.0,4.75,4.0,3.75,4.0,2.75
4665,c219863c1ea725c20ca16e79c90adeac,19.0,0.0,3.25,4.5,2.75,3.75,2.25
4666,d5849b54ec608ede0ca970fbcbda61da,40.0,0.0,4.0,4.67,4.5,2.5,2.25
4667,dd19c59945214c0384438af69b22439e,20.0,1.0,4.55,3.6,4.0,4.1,2.7
4668,a95afc7708eab2212c5104662b98034c,19.0,1.0,3.5,4.25,4.5,4.75,1.67
4669,3fedb2fff613731efc3d15303220b3b8,19.0,0.0,3.0,3.25,4.25,4.5,2.25
4670,c84647e31abb5ac4f1203fcf0b09c53d,22.0,0.0,3.25,2.75,3.5,3.25,2.5
4671,c88ea5c9c369436e08529bce35b1cfb4,22.0,0.0,3.35,2.6,2.1,2.2,3.8
4672,34e11f901c0792f3272d9f6b5f56a677,22.0,1.0,3.79,3.8,3.65,3.74,2.33
4673,ec065ed99e41c5978eef110a88dbe260,22.0,0.0,3.0,3.25,3.75,3.75,2.0
4674,eebaac9aa33e841a3ada192f150f4719,20.0,1.0,4.25,2.75,2.75,3.75,3.5
4675,c2e541ed5aaf27e5c60495cd6464e8e8,27.0,0.0,3.75,2.5,3.5,2.5,2.5
4676,62dba9015e6d10ec90b3bc8368d71548,30.0,0.0,4.25,5.0,3.25,3.75,2.25
4677,20304273cb0287805464bb0cfd8ccb66,20.0,0.0,4.75,2.2,3.25,2.95,2.95
4678,78026f9b27adbde7316ddc13de201f12,19.0,0.0,4.5,2.25,3.5,3.0,3.5
4679,f6bf8fbb721ff688e970b55cda760f6f,42.0,1.0,5.0,4.25,4.5,4.0,2.67
4680,f4f059e5d8ad3937e8a659d9a68b44ce,24.0,0.0,2.5,3.75,4.0,2.75,1.75
4681,ff393479e1466c3ac4fb63125d349c9e,24.0,0.0,3.6,4.65,3.3,2.75,2.45
4682,9283f687f434d381d82a4e6187f0deda,21.0,1.0,4.75,3.25,4.0,4.75,2.0
4683,c5f41386c071096c36851b46ab192a5c,30.0,1.0,4.15,3.95,3.4,4.35,2.75
4684,43b3fe34a1d4189e3822b990fb713de1,61.0,1.0,3.25,3.5,3.0,3.25,3.25
4685,498eaf49cb3b7a2223c79944d45de836,20.0,1.0,3.75,3.8,3.45,4.6,1.95
4686,31205baaa700258a2344c2a8d6463b5f,19.0,1.0,4.5,1.75,3.5,3.0,3.25
4687,d975968677ade4289c4632ea79aa82ae,19.0,1.0,4.25,3.75,3.25,4.75,4.25
4688,c8287eb0ad7ff86e8d7f6dc6a8174a9c,22.0,1.0,3.4,3.6,3.15,3.35,2.45
4689,f3b60fae0cf2e75297516a8e12d0160a,21.0,1.0,3.0,4.75,4.75,4.5,1.5
4690,dea4f5f95e21b7e7a9803d6aa9cb0a63,47.0,1.0,4.5,2.25,3.25,3.0,2.75
4691,715b1716ee18e4b7b7f28f1bf7451117,18.0,1.0,4.5,1.75,3.75,4.5,3.75
4692,56d8be17eb5e18882d862ea7cbbed2bc,36.0,1.0,3.25,2.5,1.1,2.95,3.4
4693,4360bbbbc539b6b33437a803e56e5aff,41.0,1.0,3.25,3.5,5.0,3.25,3.25
4694,b118f81813354b047abc51e1a495f8f4,27.0,1.0,4.0,4.25,3.25,3.75,4.0
4695,6de4f5c6bd1dae2c5b87481268da2c9f,37.0,1.0,3.25,3.25,4.0,4.0,3.0
4696,a2e53d1202cefa07d7b29f8283a4c7b4,30.0,1.0,3.45,3.45,2.85,3.95,2.2
4697,a1145ca3f643e47a78e4dbacd8028b92,18.0,1.0,5.0,2.55,4.45,2.95,1.35
4698,279b8395b40b8305c44ce1e6100dd804,26.0,0.0,5.0,2.75,3.25,4.25,2.75
4699,3dd1ccf235cdd6f0791b6fc500ef8aed,21.0,0.0,3.75,3.0,3.0,3.5,3.75
4700,e56ad0c1d593e95c64a30872f20001f2,20.0,1.0,4.15,2.6,2.7,3.75,4.3
4701,18ea44a630a610f60e994dc32d564fa2,20.0,0.0,4.5,3.06,5.0,3.44,1.56
4702,fdda08e8ba09d2319af4c8d01733172c,21.0,0.0,4.55,2.4,4.0,3.65,2.6
4703,d96678a1ba31b37ad87ac3582d419bcc,20.0,0.0,3.25,4.75,3.75,4.0,2.25
4704,93f931ee8214cee6849c0cc7dfb6f2a5,29.0,1.0,4.75,3.5,4.75,2.75,2.75
4705,35032048f1d0af17a920ce0de4041580,23.0,0.0,4.25,3.6,4.15,3.53,2.15
4706,0e1390d1d6ace69604918216143fb8e2,26.0,0.0,4.0,3.75,4.25,3.75,2.5
4707,ab4e6b8fb25a7492c65ae3dae9bae6df,20.0,0.0,4.5,2.9,3.6,3.4,2.4
4708,45c1b2ec55069446c3bf3d42fb696ad2,30.0,1.0,4.9,4.1,4.5,4.1,1.05
4709,4d78a25d29f5288a6e7c827c140df7ab,21.0,1.0,3.6,1.8,3.1,4.4,2.0
4710,54b0e012bc4c84fe23e12b4e14a81e67,18.0,0.0,4.25,3.5,4.0,4.5,3.0
4711,8052415b1dc5f94781310001cc4c7467,22.0,1.0,3.75,3.25,3.5,3.5,2.5
4712,fe2c41fb8528eb9c96cf544fc77feec6,23.0,1.0,5.0,4.5,3.25,3.75,1.25
4713,67005b06a1398fc7befd1b580458dd6a,26.0,1.0,4.0,2.5,3.75,3.5,4.25
4714,0e58affd026c9cd6f6897abf4b7a994c,22.0,0.0,2.38,1.75,1.75,2.38,4.25
4715,55dac18e12a381111f7122bf0c9c85ed,112.0,0.0,4.4,2.55,3.25,4.45,2.0
4716,d21d8d934b90ed4dfb1f30bd125b0902,20.0,0.0,4.5,3.25,3.0,3.5,2.75
4717,6b2b10b1ad1441d4a54188b711ac2852,20.0,1.0,3.25,2.25,3.75,2.75,3.5
4718,a3cabcffcd44b602e5c1314945fb16ea,23.0,1.0,4.5,3.5,3.33,4.25,3.0
4719,b23f679c6f835bf31f4858880a5be852,20.0,1.0,4.15,3.85,3.65,3.7,2.6
4720,b697521c1600a1a44fb6bdefcc02cda7,36.0,1.0,4.25,3.0,4.33,2.75,2.25
4721,0257f50f9364e420ccbc4d368eeff732,22.0,1.0,3.5,3.75,4.25,5.0,1.75
4722,edf078f3a31e0e29ba0c813129057cc5,25.0,0.0,4.3,2.7,3.65,3.35,2.4
4723,68df0fc5d5019330f8c1c148ae08a076,20.0,0.0,3.0,3.25,4.75,3.75,2.33
4724,489b57d8feffa9e268fffc1e3b84d29d,21.0,1.0,3.9,3.5,3.8,4.45,1.2
4725,049dbae7c1c972a48ce878c9e53f30f5,23.0,0.0,4.88,4.88,4.63,3.38,2.63
4726,61952a2e1618583023ea6df33e3dd925,24.0,0.0,3.25,2.5,4.0,4.5,4.67
4727,f987c8b60bdb01d73fcbe338204aa439,21.0,1.0,4.0,3.25,3.25,3.5,3.25
4728,44bce1c3deae36211a7cf3055fe50236,27.0,1.0,3.25,3.75,3.5,2.25,3.75
4729,165aee4c58fdee725a773033b30ba469,19.0,0.0,3.35,3.3,3.95,4.45,1.5
4730,466a427890057a4323b344ae301d2689,20.0,0.0,4.75,4.5,4.25,4.0,3.25
4731,e12329352f4b8d3b454e42c1a1d808a5,48.0,1.0,3.5,3.5,4.25,4.25,2.5
4732,9cd09a22cd20f9db52126a57ac612e28,22.0,0.0,2.25,2.5,3.75,3.5,3.0
4733,8a677fa0cf4c12efa9442dcf8edce442,20.0,0.0,3.75,3.5,5.0,2.25,2.25
4734,70713621a14a33201403ab875641f64e,28.0,1.0,3.8,3.05,1.8,3.9,3.45
4735,22a25d25b2f15de65bb802a475c78c81,20.0,1.0,3.7,2.55,3.0,4.3,3.75
4736,a42d42b0e6e246aefe632080ef3f6893,22.0,0.0,3.5,4.0,4.25,4.0,1.75
4737,80809a15597cb6c66efd83d72e790e34,46.0,0.0,3.75,4.0,4.25,3.5,2.5
4738,4b3e298480a68757a0f7635f4bd9d960,55.0,1.0,3.25,4.0,4.5,3.25,2.0
4739,daec64f7cc0de2badb0903d406788178,26.0,1.0,3.95,3.75,3.65,2.7,4.0
4740,f780737ff65d5d286a36410c42b6cb66,20.0,0.0,4.75,3.25,4.25,2.5,1.5
4741,331bd8d1c217e34452fccba33ccde76a,17.0,1.0,3.5,3.75,4.75,3.75,3.25
4742,3440907d0e50aa86510eeb52261d3ea3,19.0,0.0,3.5,4.25,3.5,2.25,4.0
4743,3aa3a18f87cd533bda972a17e71da3ad,22.0,0.0,3.35,3.15,1.9,3.85,2.9
4744,6cd2a894ac2f865c5448bc8aefaa4553,17.0,1.0,3.53,2.6,2.0,3.32,2.7
4745,eeefcb1606831b74f1e4fd2d875d57fe,41.0,0.0,3.7,2.5,1.9,3.95,3.4
4746,0d076db9ed5df797272fe296aa2abec8,26.0,0.0,3.6,4.0,3.5,3.7,2.2
4747,b51f7d223467fb1f330e5c426a684e35,38.0,0.0,3.75,3.5,2.5,3.0,2.0
4748,7a5feaef0e4d29f6e58685eee6857521,23.0,0.0,4.0,2.75,3.5,3.75,1.25
4749,20ce2fa3351a1b02cffa480c3cb12045,18.0,1.0,3.5,4.25,3.75,3.75,2.0
4750,b4fc802039d20dff0691a3965edb20e6,22.0,1.0,3.75,3.25,3.75,3.0,2.75
4751,7268b8fe5aa889cc0259859b956910cf,19.0,1.0,3.75,3.85,3.25,3.5,2.6
4752,e6dbd2a4744cf238124a707498cec5d7,18.0,1.0,3.5,3.5,4.0,3.0,3.25
4753,e56c129f4ae4bb05bb671815a39bfee8,26.0,1.0,4.25,4.75,4.0,3.0,2.5
4754,90087bfc09ae81da027e0ff7fe728c30,19.0,1.0,4.7,3.3,4.0,3.5,2.55
4755,06b0070a9a858d382b86b918a626f87c,24.0,0.0,4.75,2.75,3.75,4.0,2.75
4756,6999b81b7567991f0a00ceb6d261abb8,20.0,0.0,3.95,1.8,1.7,3.05,2.15
4757,00404121e4d850fe18747a5283461132,31.0,0.0,4.05,4.5,1.9,2.45,1.9
4758,6f0a86e99bd4aa68f6c7d75b189963d2,20.0,1.0,3.95,3.8,3.25,3.15,2.35
4759,c9ef81e2e189f6c31481c41bd4fe483f,17.0,1.0,3.0,3.25,2.0,4.25,4.5
4760,374e8bd13a87447eec4fc3dd248d390a,19.0,0.0,5.0,3.0,3.0,3.25,3.0
4761,27abc5d7b712274e04afdeefff467a46,41.0,1.0,2.95,4.0,2.1,3.75,3.75
4762,484a761dab9d34a5439d78f4c61f408e,20.0,1.0,2.75,2.75,3.0,3.25,3.75
4763,c1b613856589fc77f734cc1b9cb80a65,25.0,0.0,3.4,3.9,3.9,4.25,1.0
4764,d81ff551e36bc2444530b39c1002ab86,18.0,1.0,4.0,3.5,3.25,4.0,3.75
4765,7dcaa04ac4377fb367c9abb962896e82,19.0,1.0,3.75,2.0,2.5,4.25,3.0
4766,35575f99c3e784c4f67b40143a98a6c2,22.0,0.0,3.25,4.0,2.25,4.0,1.5
4767,8670003270d1c3f558097ecb74ad7403,40.0,1.0,4.75,4.75,4.75,4.75,2.5
4768,67682bf453779d062ee364e6cd5938b7,19.0,1.0,3.5,3.75,3.25,1.75,2.0
4769,1bddc4c9fa39cead30d07c6cd3a8106e,23.0,0.0,4.5,3.25,3.75,4.0,1.0
4770,3dbfe4ef488cfe8acee5fa63aab85764,21.0,0.0,2.5,3.75,4.25,3.25,3.0
4771,468bb43b9ab49ceb5cd9d656f01f1f2a,21.0,0.0,3.75,3.75,3.25,4.5,2.0
4772,fd711b3fb9fe036945442789c65deba3,33.0,1.0,2.5,3.75,2.75,3.0,4.5
4773,697118859dbb7d02124dd7a82210f982,36.0,1.0,3.5,3.25,4.25,4.25,3.25
4774,003a80b077f815e91c31e0b216727b50,19.0,0.0,3.5,2.5,4.5,2.75,2.0
4775,5060fad847a38bfc4c048b12973a824d,24.0,0.0,3.5,3.0,4.0,2.67,3.25
4776,0663002ad7bbceb96c75cc29e933d240,23.0,0.0,3.25,2.33,2.75,4.0,3.25
4777,91fb6a49dc22e2e2c393710221f5b15a,27.0,0.0,3.0,4.25,2.25,2.75,2.5
4778,dbb3a7f0497cf0d110a4f9fa9d3a5244,49.0,1.0,3.75,2.25,2.75,4.0,2.5
4779,162958d2aa0a55f9c7ef175310c6544e,23.0,0.0,3.25,3.75,3.25,3.25,4.25
4780,3d813b3227c1635f26a649242d7f48ca,20.0,1.0,4.25,3.65,3.4,3.35,2.55
4781,6bb8ec17cfaafa0d8bd04982d40c9f62,17.0,1.0,5.0,3.5,3.5,3.5,4.0
4782,0f6b8c16beae78362992f2d7c1f59964,18.0,0.0,4.75,3.0,4.0,3.25,3.25
4783,d9fa18be7fbc498a15174318c8579893,20.0,1.0,4.25,2.75,2.25,3.5,3.5
4784,f061db501fb73de59fe8198cf0c743c1,36.0,0.0,4.0,1.9,2.8,3.55,2.45
4785,ba6034d0472f31f50c6652237a9c0ffc,25.0,0.0,4.5,4.0,3.5,3.25,3.5
4786,a8d8db867f98c5921293fd45d6d6c04f,20.0,1.0,4.5,3.5,3.5,3.5,2.33
4787,2b13fe7427010fcfc51fbbed34e10858,29.0,1.0,4.0,3.5,2.0,4.0,2.75
4788,762ef01e5d0d8e5c0bf4a4fc0123b8c3,103.0,0.0,3.75,1.33,4.5,3.75,3.75
4789,e105f71e3ff3d270a494ba13251ca9f2,27.0,0.0,5.0,3.0,4.25,4.75,3.25
4790,08afe36f67cb52dc0df73ab16fc0daf2,21.0,0.0,4.0,3.0,3.75,3.0,3.0
4791,606a8cb4bbd5c205d5390a090070e243,41.0,0.0,4.25,3.75,4.5,3.5,1.75
4792,3a23203b263ca610651dd28e2b0d1c12,31.0,0.0,5.0,4.0,3.0,1.0,2.0
4793,6cacd78b6065f677ed99e97601b32bc4,26.0,0.0,4.0,3.75,4.5,2.75,2.5
4794,fc57c2fe4b078b666d089616246e51be,41.0,1.0,4.25,5.0,4.5,3.75,2.75
4795,c9a5dc9bbed8da5af2940f339c5a1aa4,17.0,1.0,2.5,4.5,4.5,4.25,3.0
4796,1c0df1faef23ff3d6f2e1f4305ed76cd,36.0,0.0,3.2,3.15,1.85,2.65,3.45
4797,19fe173e87f744f811c091b1465e06ee,17.0,1.0,2.0,4.0,4.25,4.25,2.0
4798,24ebbed132cfb920634de950fe8a6722,27.0,0.0,3.71,3.0,3.23,3.57,2.86
4799,4f753f58920b044577946c61af559196,21.0,0.0,3.0,2.0,1.5,3.5,3.0
4800,10af630ee4cd1d9438911bb594b1a8b0,17.0,1.0,3.75,3.0,4.0,2.75,2.75
4801,ecd7e06b04ae4eeec7dcb0929d5a0f5b,21.0,1.0,4.0,2.5,3.75,3.5,4.25
4802,ffd1a5148d201815453c698214c627c0,25.0,0.0,3.75,3.0,3.5,2.5,2.0
4803,ac053a0d2588271d85bad3f8792b9628,20.0,0.0,4.3,3.5,3.45,3.9,2.95
4804,b4c01f7626e822e3d4a9fcef01dd05ac,19.0,0.0,4.0,2.0,2.75,4.0,2.75
4805,48f950879c177f6e69f60dd5390d574e,62.0,1.0,4.0,4.25,4.0,3.25,2.75
4806,310f3a49bee4446ebad1977558a919de,22.0,1.0,4.0,3.5,3.0,3.75,3.0
4807,2af66c86f5a931647d137451de7fdffb,22.0,1.0,4.7,3.05,4.4,3.3,3.25
4808,648599e8c6be8b21bae494343d4f5c70,19.0,0.0,1.75,3.33,5.0,3.25,2.5
4809,05d241ea97bd4430e8a20a8db4cc16c6,31.0,1.0,3.25,4.0,4.0,3.75,2.5
4810,0967f6d25950b737116e47302af2ca82,16.0,1.0,4.75,3.75,3.25,3.5,2.5
4811,dbb1c2ce0447e616c81d85ae9a8474ed,22.0,0.0,4.25,2.75,2.75,3.5,2.5
4812,e65007fd7d79bf433aa04d679ed72de6,29.0,1.0,4.5,5.0,5.0,5.0,2.25
4813,91ff431c45ce77910573ec8c0df3eb8f,20.0,0.0,3.75,4.0,3.25,3.5,2.0
4814,30723e9e5ecfe6d20e5e67d1163e3965,18.0,0.0,4.75,2.35,3.55,3.55,1.7
